WS10M_lag1,RH,MIN_TEMP,PREC,WD_sin,SURF_PRESSURE_DIFF,AVG_TEMP,WD_cos,RH_lag1,MONOSOON_SEASON_Southwest_Monsoon,MAX_TEMP,SL_PRESSURE_lag1,CLOUD_COVER,WS10M,XGB_fnn_random
5.03,80.48,20.82,0.01,0.6059884003,-0.0100000000000051,26.6,0.7954734809,79.55,0,28.2,1010.9,2.0,3.25,4.184399288006419
3.25,82.71,22.23,0.06,0.4352310994,0.0100000000000051,27.1,0.9003187714,80.48,0,28.06,1011.0,4.0,3.3,3.6393313354036665
3.3,83.76,22.34,0.07,0.4241994227,0.0099999999999909,27.0,0.905568799,82.71,0,28.33,1011.1,3.0,2.93,3.714046415218475
2.93,82.08,22.66,0.13,0.5990235985,0.0300000000000011,27.8,0.8007313709,83.76,0,28.84,1011.2,4.0,3.7,3.846590490650298
3.7,84.39,22.09,0.03,0.54317445,0.019999999999996,28.8,0.8396198645,82.08,0,28.86,1011.7,2.0,5.41,5.15594599164316
5.41,82.28,21.4,0.01,0.5135412521,-0.019999999999996,28.0,0.8580649057,84.39,0,28.76,1011.5,1.0,5.0,5.379880110680371
5.0,81.23,20.95,0.0,0.5548444274,0.1500000000000056,27.4,0.8319541221,82.28,0,28.83,1011.7,3.0,4.69,4.734152487563436
4.69,81.7,20.86,0.0,0.5678437451,0.1199999999999903,28.4,0.8231363685,81.23,0,28.18,1013.5,3.0,5.04,4.940984614192396
5.04,80.15,20.98,0.04,0.4939418666,-0.0299999999999869,26.4,0.8694949295,81.7,0,28.55,1014.808483,3.0,3.91,4.4156172867527905
3.91,81.41,21.98,0.97,0.7337298645,-0.2000000000000028,27.1,0.6794413043,80.15,0,28.52,1014.3,5.0,3.24,3.441696981500854
3.24,84.55,22.65,4.31,0.6320293027,-0.0200000000000102,28.4,0.7749444887,81.41,0,28.55,1011.8,5.0,3.99,4.191387399153385
3.99,82.71,22.6,0.98,0.6004202253,0.1100000000000136,28.6,0.7996846585,84.55,0,28.9,1011.6,5.0,4.49,4.7594100845325835
4.49,82.98,21.7,0.09,0.5313985795,-0.1400000000000005,27.2,0.8471219214,82.71,0,29.1,1012.4,5.0,5.04,4.6213204010196565
5.04,79.59,22.15,0.08,0.5920131788,-0.0900000000000034,28.4,0.8059282822,82.98,0,29.23,1011.9,4.0,3.9,4.79732207959225
3.9,82.16,22.74,1.08,0.5,-0.1099999999999994,28.8,0.8660254038,79.59,0,29.47,1010.1,5.0,3.32,4.656005650850698
3.32,85.93,23.78,10.88,0.3746065934,0.0699999999999931,28.2,0.9271838546,82.16,0,29.14,1009.4,6.0,4.22,3.921622883814202
4.22,83.72,23.35,2.44,0.4508775407,0.2000000000000028,27.1,0.8925858185,85.93,0,28.96,1010.6,5.0,3.74,4.058467234059105
3.74,82.14,22.48,0.19,0.5863723567,0.0100000000000051,27.4,0.8100416404,83.72,0,28.42,1012.2,5.0,4.86,4.624461928791407
4.86,81.71,21.61,1.25,0.4924235601,-0.0400000000000062,26.9,0.8703556959,82.14,0,29.28,1011.9,3.0,4.92,4.733683750979264
4.92,85.46,22.98,1.92,0.5015107372,0.0100000000000051,28.7,0.8651514206,81.71,0,28.44,1012.0,6.0,6.09,5.548817992364932
6.09,88.52,22.94,19.69,0.4477590878,0.0999999999999943,27.2,0.8941542368,85.46,0,27.93,1012.1,6.0,5.61,5.260866198715904
5.61,85.53,23.48,2.24,0.474088209,-0.0300000000000011,26.9,0.8804773535,88.52,0,28.92,1013.4,5.0,5.03,4.931884767985246
5.03,85.7,23.11,2.96,0.5030199466,-0.0699999999999931,27.9,0.864274802,85.53,0,27.71,1012.4,5.0,3.78,4.43478887090487
3.78,83.85,23.74,4.81,0.6613118653,-0.0200000000000102,27.9,0.7501110696,85.7,0,28.43,1011.3,6.0,3.88,3.6793259109206224
3.88,82.22,22.99,0.6,0.4909037536,-0.0099999999999909,26.7,0.8712138111,83.85,0,28.89,1011.9,3.0,4.53,4.5469810932174095
4.53,82.37,22.36,0.23,0.4368017884,-0.0700000000000073,27.2,0.899557779,82.22,0,28.92,1011.4,2.0,5.26,4.562745417369732
5.26,86.52,22.65,13.54,0.544639035,-0.059999999999988,28.2,0.8386705679,82.37,0,29.1,1010.6,5.0,4.42,4.671305409537873
4.42,86.05,23.44,5.85,0.4663866403,0.059999999999988,27.4,0.8845809752,86.52,0,28.72,1011.0,6.0,3.91,3.965005133793962
3.91,82.68,23.45,8.39,0.6401096995,-0.0300000000000011,26.9,0.7682835236,86.05,0,28.91,1011.3,5.0,4.12,3.6441879174456995
4.12,83.67,23.46,5.34,0.3502073813,-0.0099999999999909,27.1,0.9366721892,82.68,0,28.89,1010.8,5.0,3.09,3.576276825433558
3.09,85.02,24.22,6.33,0.2317479035,0.0499999999999971,27.5,0.9727758782,83.67,0,28.38,1010.4,5.0,2.26,2.9326170659678503
2.26,80.99,22.72,0.88,0.5343523494,-0.0699999999999931,26.6,0.8452618332,85.02,0,29.85,1011.2,3.0,3.49,3.465268502111425
3.49,74.01,20.12,0.0,0.7581343362,0.0,27.1,0.6520984038,80.99,0,29.36,1010.3,2.0,4.14,3.796850408176123
4.14,73.78,19.84,0.07,0.7975839288,0.1399999999999863,27.7,0.6032079877,74.01,0,28.84,1010.3,1.0,4.37,4.438600088099083
4.37,74.18,20.33,0.22,0.6225146366,-0.0099999999999909,25.9,0.7826081569,73.78,0,28.47,1011.1,4.0,4.15,4.007151361073643
4.15,67.32,20.07,0.06,0.8017756442,-0.019999999999996,26.4,0.597625147,74.18,0,28.53,1011.5,3.0,2.29,3.642391245503659
2.29,68.6,21.29,0.11,0.5906056676,-0.0500000000000113,25.5,0.8069603121,67.32,0,28.92,1011.3,2.0,2.17,2.455924589252031
2.17,74.56,21.23,0.1,0.79863551,-0.0499999999999971,25.8,0.6018150232,68.6,0,29.64,1010.9,2.0,3.31,3.069897509035018
3.31,79.98,21.37,0.02,0.5863723567,0.0,27.6,0.8100416404,74.56,0,29.22,1010.2,2.0,4.7,4.281315914153131
4.7,81.17,22.96,1.17,0.4617486132,-0.0099999999999909,28.4,0.8870108332,79.98,0,29.48,1009.8,4.0,5.2,4.927106008641372
5.2,83.37,23.14,1.85,0.3502073813,0.0299999999999869,30.0,0.9366721892,81.17,0,29.24,1010.6,6.0,4.73,4.910171377903818
4.73,85.02,23.55,3.34,-0.474088209,-0.0699999999999931,27.9,0.8804773535,83.37,0,29.59,1011.0,5.0,2.28,3.5793155890275243
2.28,82.31,23.92,7.68,0.3907311285,-0.0300000000000011,27.5,-0.9205048535,85.02,0,28.44,1009.9,4.0,1.77,1.8501491718892016
1.77,82.8,24.49,6.51,-0.6730125135,-0.0499999999999971,28.2,-0.739631095,82.31,0,27.82,1009.4,5.0,1.76,2.0786453024713807
1.76,83.0,24.5,11.39,-0.9792228106,0.0600000000000022,28.1,0.2027872954,82.8,0,28.14,1008.9,5.0,2.36,1.7348958473782405
2.36,78.75,23.66,4.93,-0.9719610006,-0.0100000000000051,27.6,0.2351421131,83.0,0,29.85,1009.7,4.0,1.58,1.588616886874239
1.58,84.15,23.95,9.84,-0.6101451639,0.019999999999996,27.8,-0.7922896434,78.75,0,29.35,1010.1,4.0,2.36,1.952250651306155
2.36,83.81,24.25,9.57,-0.9999619231,0.0900000000000034,28.3,-0.008726535498,84.15,0,29.36,1010.6,5.0,2.01,1.9698024480163305
2.01,78.04,24.31,2.8,-0.8686315144,-0.019999999999996,27.9,-0.4954586684,83.81,0,29.72,1011.0,4.0,1.43,1.6468849961047254
1.43,82.8,24.98,8.44,-0.5135412521,0.0300000000000011,28.2,-0.8580649057,78.04,0,29.01,1010.5,5.0,3.36,2.5067656596175323
3.36,76.31,24.39,0.63,0.6347305132,-0.0200000000000102,27.4,0.7727335735,82.8,0,30.84,1011.1,4.0,1.91,2.487060511228824
1.91,76.63,24.0,0.88,0.3007057995,0.0700000000000073,28.6,0.9537169507,76.31,0,30.76,1011.0,3.0,2.02,2.14220089942419
2.02,75.09,23.46,0.42,0.6665324702,-0.0400000000000062,28.3,0.7454759997,76.63,0,30.89,1011.8,2.0,2.87,2.591064678211057
2.87,74.19,22.87,0.65,0.8616291604,0.1000000000000085,28.6,0.507538363,75.09,0,30.43,1011.3,3.0,1.99,2.3923052237166633
1.99,73.39,22.5,7.7,0.6441236298,0.0600000000000022,28.3,0.7649214009,74.19,0,30.46,1012.2,6.0,2.37,2.5111783049056693
2.37,73.2,22.58,1.06,0.5269557955,-0.0400000000000062,27.7,0.849892693,73.39,0,30.12,1012.8,3.0,3.6,3.3283059189519673
3.6,74.25,23.11,0.33,0.811063819,-0.0600000000000022,27.8,0.584957675,73.2,0,30.85,1012.1,4.0,2.64,3.041160937995945
2.64,79.28,23.4,7.04,0.6427876097,-0.0600000000000022,28.4,0.7660444431,74.25,0,30.9,1011.8,6.0,3.28,3.0656831633909754
3.28,81.99,24.65,11.39,0.7095707365,0.0,28.1,0.70463421,79.28,0,29.16,1011.1,6.0,2.41,2.721798891696131
2.41,78.5,24.73,7.6,0.8837656301,0.1200000000000045,27.4,-0.4679298143,81.99,0,29.15,1011.6,5.0,2.05,1.61554635589953
2.05,74.24,23.54,1.42,0.7466381823,0.019999999999996,27.5,-0.6652303547,78.5,0,31.03,1013.2,5.0,1.98,1.9616390833087967
1.98,76.53,24.13,1.6,-0.4115143586,-0.0300000000000011,27.6,0.9114032766,74.24,0,31.03,1012.7,4.0,1.78,1.9144880027344888
1.78,78.62,24.96,9.96,0.3288666467,-0.0999999999999943,28.3,0.9443763702,76.53,0,30.52,1012.4,5.0,1.94,1.8771599508206518
1.94,74.29,23.4,1.23,-0.535826795,-0.0600000000000022,27.6,-0.8443279255,78.62,0,29.89,1010.9,3.0,2.05,1.8401926190900804
2.05,72.14,24.63,0.39,-0.9755345439,0.0,27.8,0.2198462044,74.29,0,30.27,1010.6,3.0,1.41,1.4813362712175928
1.41,71.16,23.77,0.2,-0.9472102777,0.0700000000000073,28.0,-0.3206129906,72.14,0,30.61,1010.7,3.0,1.41,1.646897787481653
1.41,70.19,23.04,0.01,0.842452397,0.0699999999999931,28.1,0.538770785,71.16,0,31.48,1011.6,1.0,1.78,2.2857112004540223
1.78,73.39,22.68,0.01,-0.7524149089,-0.0499999999999971,28.1,-0.6586894601,70.19,0,31.26,1012.2,2.0,1.94,2.2406010394770997
1.94,74.48,24.69,0.02,-0.9907478405,-0.0999999999999943,28.4,-0.1357155724,73.39,0,31.12,1011.3,2.0,1.83,2.012750166434905
1.83,71.91,23.93,0.04,-0.6211477803,-0.0700000000000073,28.4,-0.7836934573,74.48,0,31.52,1010.4,3.0,1.72,1.9745067416176916
1.72,68.76,23.29,0.03,-0.4461978131,0.0700000000000073,28.5,-0.8949343616,71.91,0,31.06,1009.6,3.0,1.67,1.7982703735303682
1.67,70.42,23.55,1.64,0.7337298645,0.0499999999999971,29.1,0.6794413043,68.76,0,31.94,1010.3,5.0,1.19,2.182474982206318
1.19,79.03,25.14,17.94,0.5254716511,-0.0100000000000051,27.7,0.8508111094,70.42,0,30.81,1011.0,5.0,2.78,2.355000010843731
2.78,75.59,24.66,6.83,0.8069603121,-0.039999999999992,27.7,0.5906056676,79.03,0,31.34,1011.0,6.0,1.57,1.762952627171769
1.57,76.44,25.03,3.37,0.5835412114,-0.1000000000000085,27.8,0.8120835269,75.59,0,31.52,1010.3,5.0,1.48,1.765506381611719
1.48,80.69,24.98,9.71,-0.9925461516,0.0100000000000051,28.2,-0.1218693434,76.44,0,30.24,1009.4,5.0,1.39,2.012890056396743
1.39,78.54,25.49,9.58,-0.2503800041,0.0,28.9,0.9681476404,80.69,0,30.33,1009.3,5.0,1.45,1.5745667578444054
1.45,83.99,25.86,15.82,-0.3534748438,0.019999999999996,28.2,-0.9354440308,78.54,0,29.45,1009.9,6.0,1.97,2.1069141915273715
1.97,84.29,24.89,12.36,-0.3842953227,-0.0300000000000011,28.1,-0.9232102171,83.99,0,29.56,1010.0,5.0,2.48,2.3003644882629883
2.48,85.23,25.49,4.14,-0.9245460336,-0.1099999999999994,28.1,-0.3810703764,84.29,0,28.95,1009.2,4.0,2.81,2.908804406409882
2.81,83.19,25.6,1.07,-0.8925858185,-0.1799999999999926,29.6,-0.4508775407,85.23,0,30.26,1007.8,4.0,2.92,3.068163967430816
2.92,81.01,25.88,0.38,-0.6467897795,0.039999999999992,29.1,-0.7626683297,83.19,0,30.56,1006.2,4.0,2.43,2.7714484890460738
2.43,85.26,25.87,6.46,-0.5343523494,0.0900000000000034,29.1,-0.8452618332,81.01,0,29.49,1006.8,5.0,3.23,2.979171996974012
3.23,86.23,25.3,14.53,-0.5299192642,0.0499999999999971,29.2,-0.8480480962,85.26,0,29.35,1007.7,7.0,2.88,3.269465745869409
2.88,88.11,25.16,13.85,-0.5224985647,0.1200000000000045,27.1,-0.8526401644,86.23,0,27.92,1008.5,7.0,3.0,3.2340330464533067
3.0,77.13,24.51,2.37,0.26387305,0.019999999999996,28.6,-0.9645574185,88.11,0,31.13,1009.7,5.0,2.09,2.0869254383429423
2.09,80.1,25.39,6.38,-0.5606389946,0.0700000000000073,29.1,-0.8280603346,77.13,0,30.96,1009.5,5.0,1.97,2.1996546475852963
1.97,82.56,25.75,5.39,-0.3485720473,0.0499999999999971,28.7,-0.9372819895,80.1,0,29.68,1010.3,4.0,2.01,2.30792117289946
2.01,83.77,25.66,8.18,-0.769399555,0.1199999999999903,28.6,-0.6387678175,82.56,0,29.39,1011.0,5.0,2.49,2.1297548687730803
2.49,74.83,25.82,27.19,0.1959461442,-0.0300000000000011,27.9,0.9806146585,83.77,0,29.32,1012.1,5.0,1.27,1.1596317703000012
1.27,73.35,24.75,3.54,-0.3469356516,-0.1699999999999875,28.6,0.9378889346,74.83,0,30.58,1011.9,4.0,1.8,1.6793099860057086
1.8,82.5,25.28,13.85,-0.8972583697,0.0,27.9,-0.4415058528,73.35,0,29.27,1009.8,4.0,2.27,2.225224797449254
2.27,83.42,25.7,9.22,-0.864274802,0.1099999999999994,28.4,0.5030199466,82.5,0,28.41,1010.1,4.0,1.95,1.9360142837679848
1.95,83.56,25.6,6.03,-0.6996633405,-0.0700000000000073,28.9,0.7144726796,83.42,0,29.0,1011.2,4.0,3.08,2.4876860173529307
3.08,80.19,25.41,7.58,-0.786935022,-0.2000000000000028,27.6,0.6170358751,83.56,0,29.85,1009.8,4.0,1.86,2.044706436942166
1.86,78.49,26.34,11.68,-0.9612616959,-0.039999999999992,28.4,0.2756373558,80.19,0,30.85,1008.0,5.0,1.67,1.5803417517450962
1.67,86.97,25.3,30.46,0.9310558159,0.0999999999999943,28.7,0.3648767843,78.49,0,28.45,1008.5,7.0,2.06,2.082597461689617
2.06,86.12,24.52,21.41,-0.2198462044,0.0499999999999971,27.4,-0.9755345439,86.97,0,28.87,1009.9,6.0,4.78,2.6693738405601635
4.78,83.36,25.21,1.16,-0.6730125135,0.0400000000000062,27.6,-0.739631095,86.12,0,29.34,1010.2,5.0,3.19,4.181398564475637
3.19,84.65,25.59,2.89,-0.7372773368,0.019999999999996,29.2,-0.6755902076,83.36,0,29.36,1009.8,4.0,2.92,3.4235214342488978
2.92,83.6,26.08,10.41,-0.7489557208,0.0,29.1,-0.6626200482,84.65,0,29.62,1010.3,5.0,2.67,2.683415295729118
2.67,83.35,26.0,11.21,-0.9003187714,-0.0600000000000022,26.1,-0.4352310994,83.6,0,29.1,1009.7,6.0,2.46,2.4263070834026492
2.46,83.88,25.42,12.41,-0.3436596946,-0.0099999999999909,28.6,-0.9390942521,83.35,0,29.29,1009.4,4.0,2.29,2.4402461083963964
2.29,83.23,25.61,7.14,-0.345298199,0.0499999999999971,28.6,-0.9384930228,83.88,0,29.89,1009.5,5.0,2.65,2.4637266775193263
2.65,85.34,25.61,4.96,-0.8191520443,0.0300000000000011,28.6,-0.5735764364,83.23,0,28.62,1010.2,4.0,1.95,2.7254455013618686
1.95,85.49,25.33,8.43,-0.5990235985,-0.0400000000000062,28.9,-0.8007313709,85.34,0,29.37,1010.0,5.0,2.55,2.5968677384630388
2.55,86.43,25.39,13.19,-0.6387678175,0.1000000000000085,28.4,-0.769399555,85.49,0,28.63,1010.3,5.0,3.58,2.8363675410611577
3.58,85.35,25.49,4.17,-0.6730125135,-0.0499999999999971,29.2,-0.739631095,86.43,1,29.1,1010.9,6.0,3.01,3.6653174167083526
3.01,86.74,25.74,5.68,-0.7489557208,-0.0600000000000022,28.8,-0.6626200482,85.35,1,29.01,1010.0,5.0,3.37,3.456804477062725
3.37,82.78,26.35,7.68,-0.9568135841,-0.0500000000000113,29.1,-0.2907021936,86.74,1,29.64,1008.8,6.0,2.71,2.991571879993845
2.71,81.52,26.15,3.41,-0.7205511117,0.0200000000000102,29.4,-0.6934018283,82.78,1,29.43,1008.7,6.0,2.21,2.7501589992548903
2.21,83.32,25.83,2.72,-0.9488760116,-0.0600000000000022,29.1,-0.3156490369,81.52,1,28.74,1009.1,5.0,1.98,2.808494187883034
1.98,85.04,25.4,5.34,-0.6832737737,-0.0300000000000011,28.9,-0.7301622766,83.32,1,28.65,1008.3,6.0,2.57,2.842948349341745
2.57,86.37,25.2,14.54,-0.9588197349,0.0900000000000034,29.4,-0.2840153447,85.04,1,28.65,1008.1,6.0,3.97,3.2173759393943993
3.97,84.2,25.91,7.63,-0.98450318,-0.1099999999999994,28.6,-0.1753667261,86.37,1,29.29,1008.8,7.0,3.4,4.071273982383072
3.4,88.88,25.98,9.9,-0.9542403285,-0.0900000000000034,27.1,-0.2990407923,84.2,1,28.71,1008.0,8.0,3.72,3.979814550391414
3.72,86.6,25.26,21.86,-0.8925858185,0.0300000000000011,28.1,-0.4508775407,88.88,1,28.52,1007.3,7.0,3.02,3.8639942356546557
3.02,89.16,25.22,22.37,-0.8878153851,0.0499999999999971,27.0,-0.4601997848,86.6,1,27.91,1007.2,8.0,3.69,3.8441032742061694
3.69,83.68,25.13,5.7,-0.9426414911,0.0,28.6,-0.3338068592,89.16,1,28.84,1008.1,6.0,2.84,3.0457325394128913
2.84,87.23,24.7,3.92,-0.5778576244,-0.039999999999992,28.8,-0.8161375901,83.68,1,28.51,1007.8,7.0,3.48,3.422699446001233
3.48,86.55,26.11,7.0,-0.70463421,0.0,28.8,-0.7095707365,87.23,1,29.3,1007.1,7.0,4.29,3.941950449506734
4.29,87.18,26.65,3.89,-0.5807029557,0.0999999999999943,29.4,-0.8141155184,86.55,1,29.08,1007.7,5.0,4.6,4.819944236555349
4.6,86.67,26.44,5.43,-0.544639035,-0.0499999999999971,29.4,-0.8386705679,87.18,1,29.22,1008.6,6.0,6.11,5.396891094951683
6.11,84.78,26.3,7.94,-0.629320391,-0.0300000000000011,29.2,-0.7771459615,86.67,1,29.58,1007.7,6.0,6.08,5.962227136065142
6.08,86.37,26.41,5.99,-0.6639262127,0.039999999999992,29.1,-0.7477980905,84.78,1,28.91,1007.5,6.0,5.67,6.182456945593834
5.67,86.14,26.37,7.29,-0.6858183529,0.1000000000000085,29.1,-0.7277727577,86.37,1,29.12,1008.3,6.0,5.54,5.852584515052173
5.54,85.89,26.03,4.55,-0.6832737737,0.0900000000000034,28.8,-0.7301622766,86.14,1,28.86,1009.0,6.0,5.17,5.558446264669097
5.17,88.16,26.07,3.25,-0.5778576244,0.0299999999999869,29.6,-0.8161375901,85.89,1,28.25,1009.7,6.0,6.63,5.876745952288533
6.63,84.39,25.79,1.9,-0.6755902076,-0.0099999999999909,29.4,-0.7372773368,88.16,1,29.14,1010.2,5.0,5.87,6.056893607476824
5.87,85.92,26.27,1.36,-0.9018325264,-0.0300000000000011,29.6,-0.4320857488,84.39,1,28.69,1010.2,6.0,6.46,6.362604015860809
6.46,86.04,26.11,3.59,-0.8668967489,0.019999999999996,29.4,-0.4984877398,85.92,1,28.91,1010.2,6.0,5.49,6.230864166643037
5.49,87.51,26.08,1.59,-0.7880107536,-0.0300000000000011,29.3,-0.6156614753,86.04,1,28.91,1010.6,6.0,4.7,5.617268320437192
4.7,87.25,25.82,0.83,-0.8616291604,0.0100000000000051,30.1,-0.507538363,87.51,1,28.57,1009.9,5.0,5.47,5.033354029241592
5.47,86.76,25.81,0.31,-0.8902128046,-0.0799999999999983,30.2,-0.4555449072,87.25,1,28.86,1010.1,3.0,4.85,5.551622528659842
4.85,87.76,26.32,0.56,-0.8813034521,-0.1500000000000056,30.2,-0.4725507649,86.76,1,29.2,1008.8,6.0,4.49,4.989459449049037
4.49,88.0,26.38,0.95,-0.906307787,0.019999999999996,30.5,-0.4226182617,87.76,1,28.93,1007.5,4.0,4.99,4.819135217044059
4.99,88.75,26.31,2.73,-0.7826081569,0.0700000000000073,30.4,-0.6225146366,88.0,1,28.9,1008.0,5.0,4.4,4.951074954519625
4.4,86.53,25.9,4.71,-0.7569950557,-0.0400000000000062,29.9,-0.653420604,88.75,1,28.61,1008.1,6.0,5.5,4.9241244733304725
5.5,87.86,25.69,4.68,-0.8517269341,-0.039999999999992,28.7,-0.523985906,86.53,1,27.92,1007.7,6.0,5.59,5.8051999521222175
5.59,87.74,25.39,2.4,-0.9443763702,0.0,29.1,-0.3288666467,87.86,1,28.53,1007.9,6.0,4.12,5.2684093472819225
4.12,88.08,26.19,3.31,-0.9390942521,-0.1099999999999994,29.1,-0.3436596946,87.74,1,28.72,1008.1,5.0,4.06,4.793665551641205
4.06,89.1,25.89,5.29,-0.7501110696,0.019999999999996,29.1,-0.6613118653,88.08,1,28.22,1007.1,7.0,4.66,4.62139704134888
4.66,91.25,25.32,17.77,-0.9991943951,0.0900000000000034,27.2,0.04013179253,89.1,1,27.19,1007.7,7.0,5.15,5.095755572772596
5.15,86.02,25.11,6.73,-0.8396198645,0.0099999999999909,27.9,-0.54317445,91.25,1,28.78,1008.7,5.0,2.82,3.9623391616510704
2.82,88.23,25.59,2.68,-0.6755902076,-0.0099999999999909,29.0,-0.7372773368,86.02,1,28.9,1008.1,5.0,4.03,3.6104211332980745
4.03,86.56,25.74,2.62,-0.6768759697,0.1199999999999903,28.9,-0.7360970871,88.23,1,28.68,1008.5,5.0,4.13,4.4537694905812035
4.13,82.58,25.36,2.8,-0.811063819,0.0200000000000102,28.6,-0.584957675,86.56,1,28.84,1009.3,5.0,4.89,4.513163359200443
4.89,83.51,25.67,0.71,-0.8694949295,-0.1099999999999994,29.1,-0.4939418666,82.58,1,29.18,1009.4,4.0,3.84,5.205032319187334
3.84,87.55,25.77,7.21,-0.87630668,-0.0100000000000051,28.9,-0.4817536741,83.51,1,28.91,1008.3,5.0,5.31,4.41892537794328
5.31,86.63,25.55,8.68,-0.9396926208,0.0600000000000022,27.9,-0.3420201433,87.55,1,28.13,1008.5,6.0,5.0,5.571594548362882
5.0,87.97,25.26,0.99,-0.8972583697,-0.0499999999999971,29.0,-0.4415058528,86.63,1,28.55,1009.2,5.0,4.46,5.155062764946809
4.46,87.69,25.92,1.93,-0.9099612709,-0.0300000000000011,29.6,-0.4146932427,87.97,1,28.35,1008.4,4.0,4.31,4.8196760904137745
4.31,88.56,25.99,6.74,-0.8562670846,0.0099999999999909,29.6,-0.5165333289,87.69,1,28.12,1007.9,7.0,4.71,4.863438722865667
4.71,87.1,25.74,10.33,-0.9731788728,-0.0099999999999909,28.1,-0.2300497372,88.56,1,28.47,1007.3,8.0,5.34,5.049121084890151
5.34,84.98,25.7,2.93,-0.9895257891,-0.0799999999999983,27.1,-0.144356201,87.1,1,29.08,1007.2,7.0,4.92,5.138781584405207
4.92,88.89,25.67,9.33,-0.9905094632,-0.0100000000000051,28.4,-0.137444546,84.98,1,28.35,1006.4,8.0,5.38,5.237456497239681
5.38,90.81,26.18,8.6,-0.9578224948,0.0799999999999983,28.2,-0.2873605198,88.89,1,28.16,1006.8,7.0,5.7,5.790355725468221
5.7,89.74,26.24,1.8,-0.8677654534,0.0100000000000051,28.1,-0.496973961,90.81,1,28.48,1007.4,5.0,5.24,5.386954973708993
5.24,86.49,25.86,0.99,-0.7501110696,0.0699999999999931,29.9,-0.6613118653,89.74,1,28.84,1007.6,4.0,5.71,5.356612503329444
5.71,86.86,25.37,1.12,-0.5934188866,0.0300000000000011,28.9,-0.8048937974,86.49,1,28.36,1008.7,4.0,4.64,5.225122445972098
4.64,87.91,25.63,1.81,-0.5519369853,0.0400000000000062,28.9,-0.8338858221,86.86,1,28.8,1009.0,6.0,4.48,4.759463426329788
4.48,86.42,25.76,1.11,-0.7058715707,0.1099999999999994,29.3,-0.7083398377,87.91,1,28.87,1009.6,4.0,4.76,4.757961713265311
4.76,85.16,25.65,1.61,-0.8300122851,-0.019999999999996,29.1,-0.557745109,86.42,1,28.91,1010.8,5.0,4.96,4.940662221908326
4.96,87.23,25.59,4.88,-0.9681476404,-0.0600000000000022,30.2,-0.2503800041,85.16,1,28.79,1010.3,6.0,5.69,5.448984320063156
5.69,85.65,24.33,11.9,-0.9640954042,0.0699999999999931,27.4,-0.2655561175,87.23,1,28.82,1009.6,7.0,5.86,5.547646062984668
5.86,86.58,25.3,7.45,-0.8694949295,0.0799999999999983,27.9,-0.4939418666,85.65,1,28.26,1010.2,8.0,5.04,5.546251013884001
5.04,85.8,25.61,4.71,-0.873772223,0.0700000000000073,26.9,-0.4863353804,86.58,1,28.22,1011.2,6.0,6.08,5.1075196228632995
6.08,84.43,25.46,1.38,-0.8686315144,-0.0700000000000073,28.1,-0.4954586684,85.8,1,28.94,1012.0,6.0,4.81,5.532250331679214
4.81,88.57,25.22,2.44,-0.7193398003,0.0100000000000051,28.2,-0.6946583705,84.43,1,28.42,1011.3,5.0,4.19,4.5484478722446235
4.19,88.47,25.62,1.75,-0.8925858185,0.0100000000000051,28.8,-0.4508775407,88.57,1,28.31,1011.6,5.0,4.32,4.6880015958265835
4.32,88.81,25.51,2.21,-0.8746197071,0.0,28.9,-0.4848096202,88.47,1,28.19,1011.8,5.0,5.13,4.821647341981061
5.13,84.91,26.07,1.42,-0.899557779,-0.0200000000000102,29.8,-0.4368017884,88.81,1,28.56,1011.8,6.0,6.34,5.482387260825715
6.34,87.82,26.36,2.3,-0.9310558159,-0.1499999999999914,29.6,-0.3648767843,84.91,1,28.67,1011.1,5.0,7.02,6.93990867096065
7.02,88.83,26.05,0.91,-0.9636304532,-0.0700000000000073,29.9,-0.2672383761,87.82,1,28.22,1009.8,6.0,7.25,6.985510749078504
7.25,86.92,25.7,0.73,-0.9882283814,-0.0600000000000022,29.8,-0.1529858363,88.83,1,28.3,1009.1,5.0,6.15,6.46356656319531
6.15,83.62,25.54,0.23,-0.9488760116,0.1099999999999994,29.4,-0.3156490369,86.92,1,28.77,1008.6,5.0,6.2,5.92105481417963
6.2,82.55,25.29,0.44,-0.956304756,0.0800000000000125,29.9,-0.2923717047,83.62,1,29.05,1010.0,5.0,5.87,5.774928378693477
5.87,85.77,25.81,9.63,-0.9460853588,-0.1200000000000045,29.6,-0.3239174182,82.55,1,28.53,1010.1,6.0,6.65,6.634047809135968
6.65,87.01,25.54,5.88,-0.9521293927,0.0,28.1,-0.305695305,85.77,1,28.06,1009.1,8.0,6.21,6.175913958223172
6.21,86.97,25.49,0.52,-0.9650164945,-0.0700000000000073,28.9,-0.2621891786,87.01,1,28.5,1009.2,7.0,5.2,5.980486578807159
5.2,85.9,25.75,0.72,-0.9945218954,-0.059999999999988,29.4,-0.1045284633,86.97,1,28.74,1008.5,6.0,6.07,5.688188724172261
6.07,88.06,25.78,3.13,-0.940288127,-0.0500000000000113,29.6,-0.3403795502,85.9,1,28.45,1007.6,6.0,7.14,6.315437471726894
7.14,89.67,25.54,7.14,-0.9225380895,-0.019999999999996,29.7,-0.3859060423,88.06,1,27.32,1006.9,6.0,7.25,7.198805121950617
